Education Record_id,Employee_id,Institution Country,Education Level,institution_name,degree_title,field_of_study,graduation_date
16587,16587,Canada,Bachelor's Degree,University of Toronto,BA,Business Administration,1991-06-30
16588,16588,Ghana,Doctoral Degree,University of Ghana,PhD,Information Technology,2011-06-30
16589,16589,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Data Analytics,1993-06-30
16590,16590,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Business Administration,2006-06-30
16591,16591,Ghana,Diploma,Ashesi University,HND,Business Administration,2016-06-30
16592,16592,Ghana,Bachelor's Degree,Ashesi University,BSc,Information Technology,2022-06-30
16593,16593,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Economics,2012-06-30
16594,16594,Ghana,Bachelor's Degree,Accra Technical University,BSc,Data Analytics,2025-06-30
16595,16595,Ghana,Diploma,Ashesi University,HND,Computer Science,2016-06-30
16596,16596,Ghana,Bachelor's Degree,University of Ghana,BSc,Engineering,2025-06-30
16597,16597,Ghana,Master's Degree,University of Cape Coast,MBA,Economics,2023-06-30
16598,16598,Canada,Master's Degree,University of Toronto,MSc,Engineering,2025-06-30
16599,16599,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Economics,2002-06-30
16600,16600,Ghana,Bachelor's Degree,Accra Technical University,BSc,Engineering,2025-06-30
16601,16601,Ghana,Master's Degree,University of Cape Coast,MPhil,Computer Science,2003-06-30
16602,16602,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Data Analytics,1994-06-30
16603,16603,Ghana,Master's Degree,Ashesi University,MBA,Business Administration,1994-06-30
16604,16604,United States,Doctoral Degree,Massachusetts Institute of Technology,PhD,Data Analytics,2024-06-30
16605,16605,Ghana,Bachelor's Degree,Ashesi University,BSc,Computer Science,2025-06-30
16606,16606,United Kingdom,Doctoral Degree,University of London,PhD,Data Analytics,2022-06-30
16607,16607,Ghana,Master's Degree,University of Ghana,MBA,Data Analytics,1998-06-30
16608,16608,South Africa,Master's Degree,University of Cape Town,MSc,Computer Science,2009-06-30
16609,16609,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Computer Science,2025-06-30
16610,16610,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BA,Business Administration,2013-06-30
16611,16611,Ghana,Bachelor's Degree,Accra Technical University,BSc,Economics,2017-06-30
16612,16612,United Kingdom,Bachelor's Degree,University of London,BSc,Information Technology,2022-06-30
16613,16613,Ghana,Master's Degree,University of Ghana,MBA,Data Analytics,1998-06-30
16614,16614,Ghana,Doctoral Degree,Accra Technical University,PhD,Business Administration,2025-06-30
16615,16615,South Africa,Bachelor's Degree,University of Cape Town,BSc,Computer Science,1996-06-30
16616,16616,Canada,Master's Degree,University of Toronto,MBA,Information Technology,2023-06-30
16617,16617,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2023-06-30
16618,16618,Ghana,Doctoral Degree,Ashesi University,PhD,Business Administration,2022-06-30
16619,16619,South Africa,Master's Degree,University of Cape Town,MSc,Computer Science,2024-06-30
16620,16620,Ghana,Master's Degree,Accra Technical University,MPhil,Engineering,2015-06-30
16621,16621,Ghana,Master's Degree,Accra Technical University,MSc,Business Administration,1989-06-30
16622,16622,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BA,Business Administration,2021-06-30
16623,16623,Ghana,Master's Degree,University of Cape Coast,MBA,Information Technology,1996-06-30
16624,16624,Ghana,Master's Degree,Accra Technical University,MPhil,Engineering,2014-06-30
16625,16625,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Computer Science,1995-06-30
16626,16626,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Engineering,2014-06-30
16627,16627,Ghana,Doctoral Degree,Accra Technical University,PhD,Computer Science,1988-06-30
16628,16628,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Data Analytics,1998-06-30
16629,16629,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Computer Science,2020-06-30
16630,16630,Canada,Bachelor's Degree,University of Toronto,BSc,Computer Science,2009-06-30
16631,16631,Canada,Diploma,University of Toronto,HND,Engineering,2010-06-30
16632,16632,Ghana,Bachelor's Degree,Ashesi University,BA,Business Administration,2025-06-30
16633,16633,United Kingdom,Master's Degree,University of London,MSc,Computer Science,2010-06-30
16634,16634,Ghana,Bachelor's Degree,University of Ghana,BSc,Computer Science,1989-06-30
16635,16635,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Engineering,1999-06-30
16636,16636,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Data Analytics,2008-06-30
16637,16637,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Economics,2013-06-30
16638,16638,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Data Analytics,2014-06-30
16639,16639,Ghana,Doctoral Degree,University of Cape Coast,PhD,Computer Science,1997-06-30
16640,16640,South Africa,Doctoral Degree,University of Cape Town,PhD,Business Administration,2007-06-30
16641,16641,Ghana,Diploma,Ashesi University,HND,Computer Science,2012-06-30
16642,16642,Ghana,Doctoral Degree,University of Cape Coast,PhD,Data Analytics,2011-06-30
16643,16643,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Business Administration,2010-06-30
16644,16644,Ghana,Master's Degree,University of Ghana,MSc,Information Technology,2001-06-30
16645,16645,Ghana,Master's Degree,Ashesi University,MSc,Economics,2000-06-30
16646,16646,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Data Analytics,1996-06-30
16647,16647,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Business Administration,1988-06-30
16648,16648,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Data Analytics,2008-06-30
16649,16649,Ghana,Diploma,Accra Technical University,HND,Data Analytics,2015-06-30
16650,16650,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Business Administration,2021-06-30
16651,16651,Ghana,Master's Degree,Accra Technical University,MA,Business Administration,2016-06-30
16652,16652,Ghana,Master's Degree,University of Ghana,MSc,Computer Science,2017-06-30
16653,16653,Ghana,Diploma,Accra Technical University,HND,Business Administration,1988-06-30
16654,16654,Ghana,Bachelor's Degree,Accra Technical University,BSc,Economics,1993-06-30
16655,16655,United Kingdom,Bachelor's Degree,University of London,BA,Business Administration,1990-06-30
16656,16656,South Africa,Bachelor's Degree,University of Cape Town,BSc,Economics,2019-06-30
16657,16657,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Business Administration,2017-06-30
16658,16658,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Economics,2020-06-30
16659,16659,Ghana,Bachelor's Degree,Ashesi University,BA,Business Administration,2016-06-30
16660,16660,Canada,Bachelor's Degree,University of Toronto,BSc,Information Technology,1999-06-30
16661,16661,Ghana,Master's Degree,University of Ghana,MSc,Engineering,2024-06-30
16662,16662,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MA,Business Administration,1991-06-30
16663,16663,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,2008-06-30
16664,16664,United Kingdom,Master's Degree,University of London,MBA,Data Analytics,2025-06-30
16665,16665,Canada,Master's Degree,University of Toronto,MSc,Engineering,2007-06-30
16666,16666,Ghana,Diploma,Ashesi University,HND,Economics,2004-06-30
16667,16667,United Kingdom,Master's Degree,University of London,MSc,Economics,2025-06-30
16668,16668,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Data Analytics,1995-06-30
16669,16669,Ghana,Diploma,University of Ghana,HND,Business Administration,1988-06-30
16670,16670,United States,Master's Degree,Massachusetts Institute of Technology,MBA,Business Administration,2009-06-30
16671,16671,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Information Technology,2011-06-30
16672,16672,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Information Technology,1996-06-30
16673,16673,Ghana,Master's Degree,Ashesi University,MSc,Economics,2011-06-30
16674,16674,Ghana,Bachelor's Degree,University of Ghana,BSc,Business Administration,2004-06-30
16675,16675,United Kingdom,Master's Degree,University of London,MSc,Data Analytics,2001-06-30
16676,16676,Ghana,Master's Degree,University of Ghana,MPhil,Engineering,2007-06-30
16677,16677,United States,Doctoral Degree,Massachusetts Institute of Technology,PhD,Data Analytics,2003-06-30
16678,16678,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Computer Science,2025-06-30
16679,16679,United Kingdom,Master's Degree,University of London,MSc,Business Administration,2025-06-30
16680,16680,Ghana,Doctoral Degree,Accra Technical University,PhD,Computer Science,1994-06-30
16681,16681,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Computer Science,1998-06-30
16682,16682,Canada,Bachelor's Degree,University of Toronto,BSc,Data Analytics,2014-06-30
16683,16683,Ghana,Master's Degree,University of Cape Coast,MSc,Information Technology,2018-06-30
16684,16684,Ghana,Bachelor's Degree,Accra Technical University,BA,Business Administration,2004-06-30
16685,16685,Ghana,Bachelor's Degree,University of Ghana,BSc,Data Analytics,2010-06-30
16686,16686,Ghana,Master's Degree,University of Cape Coast,MSc,Information Technology,2018-06-30
16687,16687,Ghana,Doctoral Degree,University of Ghana,PhD,Engineering,2021-06-30
16688,16688,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Data Analytics,2023-06-30
16689,16689,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Data Analytics,2010-06-30
16690,16690,Ghana,Bachelor's Degree,University of Ghana,BSc,Economics,2025-06-30
16691,16691,Ghana,Bachelor's Degree,University of Ghana,BA,Business Administration,1996-06-30
16692,16692,South Africa,Bachelor's Degree,University of Cape Town,BSc,Computer Science,2023-06-30
16693,16693,Ghana,Diploma,Ashesi University,HND,Economics,2009-06-30
16694,16694,South Africa,Master's Degree,University of Cape Town,MSc,Information Technology,2002-06-30
16695,16695,Ghana,Doctoral Degree,Ashesi University,PhD,Business Administration,2007-06-30
16696,16696,Ghana,Master's Degree,Accra Technical University,MSc,Economics,2005-06-30
16697,16697,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Data Analytics,2003-06-30
16698,16698,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Engineering,1994-06-30
16699,16699,South Africa,Diploma,University of Cape Town,HND,Engineering,2000-06-30
16700,16700,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Computer Science,2005-06-30
16701,16701,Ghana,Bachelor's Degree,Accra Technical University,BSc,Information Technology,2006-06-30
16702,16702,Canada,Diploma,University of Toronto,HND,Computer Science,2011-06-30
16703,16703,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Information Technology,2009-06-30
16704,16704,Ghana,Master's Degree,University of Ghana,MSc,Information Technology,1993-06-30
16705,16705,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Information Technology,2025-06-30
16706,16706,South Africa,Bachelor's Degree,University of Cape Town,BSc,Data Analytics,2014-06-30
16707,16707,Ghana,Bachelor's Degree,University of Ghana,BSc,Information Technology,2022-06-30
16708,16708,Canada,Master's Degree,University of Toronto,MSc,Economics,2022-06-30
16709,16709,Ghana,Bachelor's Degree,Accra Technical University,BSc,Data Analytics,2015-06-30
16710,16710,Ghana,Diploma,University of Ghana,HND,Economics,2000-06-30
16711,16711,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Data Analytics,2015-06-30
16712,16712,Ghana,Doctoral Degree,University of Cape Coast,PhD,Engineering,2002-06-30
16713,16713,Canada,Diploma,University of Toronto,HND,Data Analytics,1993-06-30
16714,16714,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Economics,1990-06-30
16715,16715,Ghana,Diploma,Accra Technical University,HND,Economics,1996-06-30
16716,16716,Ghana,Bachelor's Degree,University of Ghana,BSc,Engineering,2023-06-30
16717,16717,Ghana,Bachelor's Degree,Accra Technical University,BSc,Computer Science,2024-06-30
16718,16718,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Data Analytics,2000-06-30
16719,16719,Ghana,Bachelor's Degree,Ashesi University,BSc,Economics,2025-06-30
16720,16720,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Computer Science,1997-06-30
16721,16721,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Data Analytics,2013-06-30
16722,16722,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Data Analytics,2004-06-30
16723,16723,Ghana,Master's Degree,University of Ghana,MPhil,Engineering,2023-06-30
16724,16724,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Engineering,2014-06-30
16725,16725,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Data Analytics,2002-06-30
16726,16726,Ghana,Diploma,University of Ghana,HND,Business Administration,2009-06-30
16727,16727,United States,Bachelor's Degree,Massachusetts Institute of Technology,BA,Business Administration,2025-06-30
16728,16728,Ghana,Doctoral Degree,Accra Technical University,PhD,Information Technology,2003-06-30
16729,16729,South Africa,Master's Degree,University of Cape Town,MSc,Computer Science,2026-06-30
16730,16730,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Economics,2001-06-30
16731,16731,South Africa,Master's Degree,University of Cape Town,MBA,Economics,2001-06-30
16732,16732,South Africa,Bachelor's Degree,University of Cape Town,BSc,Computer Science,2002-06-30
16733,16733,Ghana,Master's Degree,University of Ghana,MSc,Information Technology,1993-06-30
16734,16734,Ghana,Diploma,Accra Technical University,HND,Business Administration,2025-06-30
16735,16735,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Economics,1998-06-30
16736,16736,Ghana,Diploma,University of Cape Coast,HND,Information Technology,2024-06-30
16737,16737,Ghana,Master's Degree,University of Cape Coast,MSc,Engineering,2026-06-30
16738,16738,Ghana,Bachelor's Degree,Accra Technical University,BSc,Computer Science,2003-06-30
16739,16739,Ghana,Bachelor's Degree,University of Ghana,BSc,Computer Science,2026-06-30
16740,16740,Canada,Master's Degree,University of Toronto,MA,Business Administration,2024-06-30
